brand,name,price,year,damage,last_seen
opel,Opel Astra 2.2 16V Coupe Linea Blu   HU AU neu",1500,2002,,2016-04-02 05:16:01
opel,Opel Omega Caravan 2.2 DTI,1490,2001,,2016-03-29 14:47:05
opel,Opel Agila 1.2 16 V 106500Km Original!,850,2003,ja,2016-03-08 18:44:22
opel,Opel Astra 1.6 Caravan Comfort,500,1998,ja,2016-04-07 13:16:49
opel,Opel Omega,1200,2001,,2016-04-01 10:44:45
opel,Opel Corsa mit tuev 11/2016,350,2000,,2016-04-06 18:17:08
opel,Zuverlasing diesel Opel,1100,2002,,2016-03-21 11:45:39
opel,Astra F 1.6 8V Caravan Kombi ohne Rost TÜV 2/2018,1449,1996,,2016-04-04 19:18:09
opel,Opel Zafira 1.6 16V 1.Hand TÜV Neu 7 Sitzer AHK,2000,2003,,2016-04-05 18:17:23
opel,Opel Insignia 2.0 CDTI Sports Tourer Sport,11500,2010,,2016-04-02 05:48:15
opel,Verkaufe Opel Vectra B,370,1998,,2016-03-24 04:45:16
opel,Opel Corsa B   1 2 16V   67 PS   Euro 4   EZ 02/99   TÜV/AU 05/17,1150,1999,,2016-04-06 14:18:21
opel,Opel Astra 16V GSI,3099,1995,,2016-03-26 18:45:26
opel,OPEL Vivaro Kastenwagen,5499,2010,ja,2016-04-06 23:46:57
opel,Opel Vectra 1.8 CD TÜV Top Gepflegt,1250,1996,,2016-04-04 07:48:17
opel,Opel Corsa 1.2 16V Njoy,1899,2002,,2016-04-04 02:18:04
opel,astra 1 7 TDI unfallfrei DPF klima tuev neu fahrbereit,1750,2003,,2016-03-27 16:16:39
opel,Opel Corsa 1.0 12V Selection 110 Jahre,4300,2009,,2016-04-03 06:48:40
opel,Opel Agila 1.0,4600,2009,,2016-04-04 10:18:13
opel,Verkaufe vectra b Limo 1.6 16v mit zylinderkopfdichtungsschaden,250,1996,ja,2016-04-05 16:15:29
opel,Opel Corsa 1.3 CDTI,2399,2004,,2016-04-04 00:47:31
opel,Opel Astra G 1.6 l in guten Zustand,2599,1998,,2016-04-05 22:44:43
opel,Opel Adam 1.4 ecoFLEX Start/Stop Jam,8990,2013,,2016-03-10 20:18:57
opel,Opel Zafira Comfort 1.6 16 V  TÜV neu  ab. Anhaekuppl.,2700,2004,,2016-03-30 07:47:31
opel,Verkaufe meine Opel omega .,2800,2001,,2016-04-06 07:44:30
opel,Opel Corsa Sport,500,1997,,2016-03-21 13:47:10
opel,Opel corsa b 1.4 60 ps,150,2000,ja,2016-03-16 11:46:54
opel,Opel Corsa B City,850,2017,,2016-04-05 14:45:45
opel,Opel signum 2.2 Direct,2700,2004,,2016-03-31 14:46:39
opel,Opel Adam 1.4 Glam,10500,2013,,2016-04-06 08:15:19
opel,Opel Omega Caravan 2.0 16V,600,1999,ja,2016-04-06 21:45:12
opel,Motor Getriebe top,100,1996,,2016-03-09 15:47:57
opel,Opel Agila 1.0 12 V,1550,2007,,2016-03-16 20:44:47
opel,Opel Corsa B,1150,1997,,2016-04-03 08:16:17
opel,Opel omega b caravan 2 0 16V  Klima  abn.Anhkpl. Tempomat ,599,1998,,2016-03-19 16:41:02
opel,Opel Zafira a 1.8 16V,1000,1996,ja,2016-03-29 16:39:00
opel,Opel vivaro diesel,7500,2006,,2016-04-06 00:46:51
opel,Opel Astra 1.6 16V Sport Technisch TOP,1399,2000,,2016-03-17 09:44:40
opel,Opel Kadett E Beauty,500,1991,,2016-04-06 09:16:33
opel,Opel astra twinport sehr geflegter zustand,4200,2017,,2016-03-25 23:42:37
opel,Offroad Frontera 2.2 Limited TÜV neu,2500,2000,,2016-03-13 02:45:23
opel,Opel Corsa C Gruen,1650,2001,,2016-03-13 02:15:38
opel,Opel astra g Coupe bertone,2800,2004,,2016-04-07 02:45:04
opel,Opel Corsa C 1.2 16v Twinport Silverline,2500,2006,,2016-04-07 03:46:48
opel,Opel Vectra B  Caravan Kombi,1950,2000,,2016-04-07 12:45:34
opel,Opel  Antara 2 4l Allrad top Austattung,7990,2007,,2016-03-27 13:50:38
opel,Opel astra g cabrio,3800,2002,,2016-04-07 12:16:39
opel,Opel Corsa B c20xe mit 150Ps,1100,2000,,2016-04-07 03:15:29
opel,Opel Corsa CDTI   Diesel   Scheckheft   Klimaautomatik,2800,2005,,2016-03-07 11:17:35
opel,Opel astra.,500,1991,,2016-04-07 07:16:00
opel,Omega B 2.5 V6 Verkauf/tausch,0,1996,,2016-04-06 15:46:19
opel,Opel Zafira A 1.8 16V  7 SITZER  KLIMA  ANH. KUPPLUNG,1190,1999,,2016-03-11 18:45:20
opel,??Opel Zafira voll Leder Ausstattung top??,2500,2002,,2016-03-24 10:45:20
opel,Opel Corsa Cdti mit Tuev,2700,2004,,2016-03-12 19:18:22
opel,Verkaufe einen Opel Vectra 1 8   16V CC,600,1996,,2016-03-31 03:44:37
opel,Opel Meriva 1.4 ecoflex,18450,2014,,2016-04-07 14:58:29
opel,Opel Corsa B Eco  S93,300,1999,,2016-04-07 08:46:17
opel,Opel Corsa 1.4 16V Satellite,8200,2012,,2016-03-14 12:50:40
opel,Opel Corsa C 1 2. 16 V,3000,2003,,2016-04-07 13:50:26
opel,Opel Meriva 1.6  Essentia ,3250,2003,,2016-03-14 10:45:13
opel,Opel Corsa D 1.2 Edition TÜV/AU Insp. NEU,3990,2018,,2016-04-06 12:17:29
opel,Opel Astra 2 Liter dpf mit gruener Plakette TÜV bis 10/2017,1450,2004,,2016-04-06 09:17:11
opel,Opel tigra Motor klackert,120,2016,,2016-04-06 06:17:33
opel,Opel Meriva 1.6,2999,2003,,2016-04-05 21:46:41
opel,Opel Corsa B 1 0l Bauj.2000  TÜV neu,950,2000,,2016-04-02 17:00:06
opel,Opel Corsa Eco 12 V Elektrische CAPRIO DACH SERVO CD,250,1998,,2016-04-05 01:47:04
opel,Opel Corsa B,330,1995,,2016-04-06 14:16:34
opel,Opel Astra 1.6 Comfort,600,1998,,2016-03-30 00:18:35
opel,Corsa C 1.2 16V 55 KW,1250,2000,,2016-03-14 16:29:17
opel,Opel Omega Caravan 2.0 16V CD,1250,1997,,2016-03-28 10:49:06
opel,Opel Vectra 1.8 Caravan,4600,2005,,2016-03-12 21:44:36
opel,Opel Corsa C,2299,2003,,2016-03-20 11:48:11
opel,Opel Astra GTC 1.9 CDTI Sport,2700,2006,ja,2016-03-16 10:48:05
opel,OPEL ZAFIRA INNOVATION *TEILLEDER*XENON*AHK*TEMPOMAT*SCHECKH.GEPF,8900,2009,,2016-04-02 22:23:48
opel,Opel Corsa 1.3 CDTI DPF Ecoflex  Klima ,3950,2009,,2016-04-06 18:16:04
opel,Opel Astra Caravan,500,1993,ja,2016-04-06 14:18:16
opel,opel Omega 2.0 L 16V,0,1997,,2016-03-07 13:17:04
opel,Opel Vectra b 1.8 16V 115ps,550,1997,,2016-03-28 13:44:22
opel,Astra OPC Line  Porsche Raeder  Leder usw  tausch moeglich!,2500,1999,,2016-03-28 14:46:41
opel,Zafira 1 8 16v  Leder; Sportpaket  AHK abnehmbar  8 fach Bereift,2650,2002,,2016-03-19 14:48:16
opel,Opel Vectra,5350,2007,,2016-04-01 20:19:01
opel,Opel insignia 2011 BJ. 2 0 Diesel Unfall Auto!!!!!,3333,2011,,2016-04-04 06:22:53
opel,Opel Insignia 1.6 Turbo Innovation  OPC   20 Zoll,19999,2014,,2016-04-05 13:16:47
opel,Opel Tigra 1.8 Twin Top 125 PS,4200,2017,,2016-03-22 12:58:09
opel,Opel Astra,180,2016,,2016-04-05 10:50:13
opel,Opel Corsa 1 0 12V  Njoy Euro 4,1590,2003,,2016-03-13 00:45:35
opel,ANGEBOT ! Opel ASTRA 1 6L  101PS  Bj.1999  Tkm 119250,2250,1999,,2016-03-13 02:18:06
opel,Opel Corsa 12V,900,2000,,2016-03-17 09:15:15
opel,Isuzu   Pick  up,9999,1987,ja,2016-04-07 03:45:22
opel,Opel Corsa D  BJ: 2007    71.000 KM SCHECKHEFT!,3800,2007,,2016-03-28 09:42:35
opel,Schlachte Opel Astra F CC 1.6i BJ 97 / Tuev 04/16,1,1997,ja,2016-04-07 13:17:21
opel,Opel Corsa,380,1996,,2016-03-07 19:07:22
opel,Opel Astra F Tuev bis 10.2016,399,1996,,2016-03-23 13:50:17
opel,Opel astra cabrio 2.2 bertone tausche auch,3000,2003,,2016-03-16 21:46:25
opel,Opel astra gcc,1200,2016,,2016-04-01 05:16:24
opel,Opel Astra 1.9 CDTI Caravan DPF,5850,2007,,2016-04-04 04:17:36
opel,Opel Corsa 12V City,650,1999,,2016-04-06 02:15:43
opel,Suche gepflegten omega a caravan,0,1990,,2016-04-06 01:49:48
opel,Oldtimer opel kadett B coupe  F,12500,2017,,2016-03-07 15:46:27
opel,Opel corsa c 1.0 12v Scheckheft gepflegt 96000 km,1699,2001,,2016-03-09 11:16:44
opel,Opel Zafira Klima Niva Diesel Automatik 7 Sitzer AHK,4250,2008,,2016-04-06 04:15:37
opel,Opel Omega 2.5 V6,800,1996,ja,2016-04-01 04:45:08
opel,Opel Corsa 1.0 12V  TueV NEU,3650,2007,,2016-03-23 05:42:01
opel,opel astra g 1 6 bertone,1900,2003,,2016-04-05 10:47:22
opel,Opel Ascona,2500,1972,ja,2016-04-07 07:17:12
opel,Opel Calibra 16v C20xe 150ps original super Zustand!,2950,1991,,2016-04-06 21:16:41
opel,Opel Zafira 1 6   Bj 99  Rot   268 Tkm  Tuev/AU 05.16,888,1999,,2016-04-06 05:15:41
opel,Opel Astra 1.8 Sport,1700,2017,,2016-04-06 20:17:58
opel,Vectra B 1.6,750,2000,,2016-04-05 13:45:15
opel,Opel Corsa B 4 Tueren zuverlaessig,490,1996,,2016-04-05 12:45:15
opel,Opel Astra F  5 Tuerer,990,1998,,2016-03-22 06:47:10
opel,Opel Rekord Olympia P2 Coupe Oldtimer / Echter Scheunenfund,4999,1955,,2016-04-05 15:16:27
opel,Opel Vectra 1.8 Caravan TÜV NEU 03.2018 Xenon,1900,2002,,2016-03-28 20:15:36
opel,Opel Corsa als Bastelfahrzeug abzugeben,300,1999,ja,2016-04-03 23:15:22
opel,Opel corsa B 1.2,350,2000,,2016-04-06 12:46:02
opel,Opel GT 1900 in Teilen 2 Stueck,6500,1969,ja,2016-03-28 15:15:40
opel,Opel Zafira 1.8 TÜV Neu!,6900,2008,,2016-04-06 03:46:37
opel,Opel Astra 1.8 Caravan Comfort,950,2002,,2016-03-10 15:44:56
opel,Opel corsa b,150,1998,ja,2016-04-06 15:47:08
opel,Opel Corsa C/ TÜV abgelaufen,670,2002,,2016-03-24 06:16:40
opel,Opel Corsa 1.3 CDTI DPF ecoFLEX Edition 111 Jahre,4800,2010,,2016-04-06 02:16:07
opel,Opel Adam 1.4 Turbo ecoFLEX S,18200,2015,,2016-04-06 02:15:45
opel,Opel Astra Kombi Diesel,5200,2007,,2016-04-07 05:16:03
opel,Opel Zafira A  defekt ,650,2001,ja,2016-03-09 19:46:08
opel,Opel Vectra in Koblenz,700,1998,,2016-03-12 22:18:10
opel,Insignia OPC Line Leder mit Infinity Anlage und 8facher Bereifung,18000,2011,,2016-04-06 07:16:39
opel,Opel Frontera 2.2 16V Klima viele Neuteile AHK,2499,1995,,2016-03-17 15:44:22
opel,OPEL OMEGA 2 2 144 PS,700,2005,,2016-04-05 16:45:34
opel,Opel Vectra C GTS 1.8 l,3300,2003,,2016-03-11 08:45:40
opel,Opel Corsa B,0,1996,,2016-03-22 17:45:25
opel,Opel Astra 1.7 CDTI DPF Sports Tourer Selection,5999,2011,,2016-03-10 16:17:13
opel,Opel Omega Caravan 2.0 16V,600,1995,ja,2016-04-05 19:17:13
opel,Opel Corsa B bj.1997,150,1997,ja,2016-03-16 14:45:16
opel,Opel Corsa 1.1 1.Hand,1100,2002,,2016-04-04 11:52:22
opel,Opel Opel Corsa B in gutem Zustand mit neuem TÜV,1200,1998,,2016-03-19 08:17:30
opel,Opel Vectra 1.8  GTS,2600,2003,,2016-04-07 10:16:52
opel,Opel Corsa 1.3 CDTI Enjoy ++ SEHR SAUBER ++ GRÜNE PL.,2740,2004,,2016-04-07 04:45:07
opel,Opel Omega Caravan 2.2 16 V,999,2000,,2016-03-27 10:17:46
opel,Opel Corsa Swing,850,1997,,2016-04-04 16:46:10
opel,Opel zafira mit Steuerkette,2200,2003,,2016-04-07 06:46:19
opel,Opel Corsa b,0,2017,,2016-04-05 21:46:49
opel,Opel Omega Caravan TÜV 07/17,749,1998,,2016-04-05 16:15:28
opel,Opel Corsa B   ECO   Bastlerfahrzeug,150,1999,ja,2016-04-03 14:20:30
opel,Opel Corsa 1.0 Klima,1600,2002,,2016-03-17 09:48:54
opel,Opel Kadett C Coupe 1.6 S,3499,1978,,2016-04-01 09:17:01
opel,Opel Corsa B Automatik 1 4 L,450,1996,,2016-03-09 08:51:00
opel,Opel Astra 2.2 16V Coupe Linea Blu,3800,2002,,2016-04-05 13:15:37
opel,10.liter maschine,750,1998,,2016-03-28 03:48:57
opel,Opel Corsa 1.5 TD,350,1999,,2016-03-29 23:17:48
opel,Opel Agila 1.2 16V Klima Tuev 05.2017,1650,2002,,2016-04-03 18:48:39
opel,Opel Vectra B Caravan,2050,2000,,2016-03-20 04:44:23
opel,OPEL AGILA 1 2  16 V  NJOY    PS  75  Nichtraucherfahrzeug,1950,2003,,2016-04-05 16:45:36
opel,Opel Zafira 1.6 Njoy 7 Sitz Klima AHK TÜV 1/2018,3650,2004,,2016-03-27 01:15:20
opel,Opel Corsa 16V Edition 100,750,1999,,2016-04-06 02:15:58
opel,Opel Mokka 1.4 Turbo Automatik Innovation,17650,2014,,2016-03-24 09:45:23
opel,Suche Autoschrauber! BZW Verkaufen,0,1995,,2016-03-23 14:17:16
opel,Opel Corsa C 1 2 16V Tuev Neu,2290,2002,,2016-03-28 11:17:51
opel,Opel Astra  1.6 benzin TÜV 07.2016,450,1996,,2016-03-14 16:49:03
opel,Opel Diplomat B 2 8 E 1.Hd,19000,1972,,2016-04-06 02:16:10
opel,Opel Astra Cabrio 2.2 16V,3750,2002,,2016-04-06 23:45:58
opel,Zafira 1.9 CDTI Cosmo,2550,2007,,2016-03-16 14:53:26
opel,Opel Vivaro 1.9  Kasten 6 Gang KLIMA,4800,2003,,2016-03-18 01:15:49
opel,Opel meriva A 1 6 16v,2000,2016,,2016-03-17 19:50:05
opel,Opel corsa 1.4 zu verkaufen,4500,2017,,2016-03-17 20:45:08
opel,Opel Astra 1.7 DTI,750,2000,,2016-03-13 00:45:04
opel,Opel Astra 1.6 Sport,3750,2004,,2016-03-17 12:44:29
opel,OPEL CORSA B SWING JOY 1.4 60 PS,250,1993,,2016-04-01 14:18:00
opel,Opel  Porsche  Corsa,1050,1999,,2016-03-22 02:46:06
opel,Opel corsa 1.0 12 V,1650,2005,,2016-03-29 13:17:52
opel,Opel Corsa 129000km TÜV 4/17 neue Reifen Bremsen neu,920,1998,,2016-04-07 14:36:42
opel,Opel Combo 1.6 CNG Opel Scheckheft Gass Anlage 2 Hand,3190,2006,,2016-04-06 04:16:45
opel,Opel Astra GL Automatik,1350,1993,,2016-04-06 14:46:01
opel,Opel  Corsa 1.2 Edition 111 Jahre aus 2010,3000,2010,ja,2016-03-27 09:45:18
opel,Opel zafira,2200,2000,,2016-04-06 22:46:46
opel,TOP ANGEBOT: Opel Astra G  Diesel  zu verkaufen,2700,2003,,2016-03-24 18:18:35
opel,Opel Corsa B SI 1 4 82 PS C14SE TÜV bis 07/16,450,1995,,2016-04-07 11:46:48
opel,Opel corsa 1.0 Benzin Tuev.6.2017,499,2000,,2016-04-05 02:17:41
opel,Opel Corsa,200,1997,,2016-03-09 13:46:00
opel,Verkaufe einen Opel Corsa 1.2  16v,0,1999,,2016-03-30 20:16:29
opel,Opel Vectra 3.0 V6 CDTI Caravan Automatik Cosmo,4300,2006,,2016-04-05 18:16:53
opel,Opel Vectra B,650,1997,,2016-04-05 23:47:15
opel,super familien auto,2500,2005,,2016-04-04 10:46:32
opel,Opel astra,2450,2005,,2016-04-06 13:46:48
opel,Opel Vectra 2.0 Kombi  TÜV 04/2017  NEUE WINTERREIFEN,980,1997,,2016-04-06 19:46:58
opel,Opel Corsa 1 4L Scheckheft  Lenkrad  Sitzheizung  El. Panorama,6500,2017,,2016-04-03 20:16:35
opel,Opel Combo 1.3 CDTI Comfort,2700,2006,,2016-04-06 08:16:57
opel,Opel Movano 2.5 D L2H2  kasten mit neu tuev 03 2018,1990,1999,,2016-04-01 14:16:49
opel,Opel Zafira 1.8 16V Elegance mit Tuev 07/2016,900,1999,ja,2016-03-23 15:48:44
opel,Opel Astra Sunshine,699,1995,ja,2016-04-06 23:44:48
opel,opel astra g 1 2 benzin,600,1998,,2016-04-06 05:17:10
opel,Opel corsa C 4 Zylinder75ps Servo ZV El Fenstr ABS Sciebedach,1650,2002,,2016-04-06 15:15:47
opel,Opel Astra 2.0 DTI Caravan,1250,2002,,2016-04-06 07:16:22
opel,Opel Vectra A C20NE   Sammlerfahrzeug,2700,1994,,2016-04-07 04:46:08
opel,Opel Vectra c 2.2l,0,2002,ja,2016-03-09 09:15:46
opel,Opel calibra 2l 8v finnische karosse,550,1995,,2016-04-06 05:45:14
opel,Opel Corsa C TÜV neu 1 2,1399,2018,,2016-04-05 12:28:40
opel,Opel Combo 1 7D  aehnl. VW Caddy,2000,2002,,2016-03-27 11:46:36
opel,Opel Zafira 2 2 16V Elegance Automatik Schwarzmetallic,2250,2000,,2016-04-05 18:18:43
opel,Opel Astra G Caravan an Bastler,350,2000,ja,2016-03-21 17:47:05
opel,Opel Astra,500,2000,ja,2016-03-17 20:38:41
opel,Opel Corsa 1.2 16V,3500,2006,,2016-04-05 20:17:54
opel,Opel Corsa 1.0 12V,3890,2007,,2016-04-06 22:46:01
opel,Auto Opel Astra 1 6 16V,700,1997,,2016-03-17 09:15:23
opel,Opel Combo 1.3 CDTI TÜV 02/18 Top Zustand,3750,2012,,2016-04-05 22:17:44
opel,Opel Corsa 1.4 16V OPC Line,8650,2009,,2016-04-05 18:17:05
opel,Opel Omega 2 2 l 16V,600,2000,ja,2016-03-12 01:15:29
opel,Opel corsa B an bastler oder Export tuev bis 09.2016,270,1995,ja,2016-04-06 09:17:52
opel,Opel astra coupe,1700,2001,,2016-04-05 17:49:35
opel,Tuev bis 5/17,1550,1998,,2016-04-06 06:45:50
opel,Opel Signum 2.2 direkt,4699,2005,,2016-04-04 16:17:59
opel,Opel Astra 1.6,415,1993,,2016-04-02 09:41:12
opel,Opel cabrio volll,3000,2002,,2016-03-27 21:47:42
opel,Opel astra  bastlerfahrzeug ,400,1997,,2016-03-28 11:45:33
opel,Opel meriva Baujahr 04 155000km,2800,2017,,2016-04-06 16:46:01
opel,Opel Astra 2.0 DTI Caravan Njoy,2000,2003,,2016-04-06 16:47:04
opel,Opel astra  Beschreibung lesen ,250,2017,ja,2016-03-31 09:41:51
opel,Verkaufe Opel Astra G 2.2l Cabrio,1700,2002,,2016-04-06 06:15:23
opel,Opel Astra G   CC 1 2i 16V HU 03 / 2018,999,2018,,2016-04-06 10:17:26
opel,Opel Astra Cabrio 1.6i Bertone Edition,1200,1997,,2016-03-15 08:16:50
opel,Opel Adam 1.4,13200,2013,,2016-04-06 04:46:38
opel,Opel Corsa,500,2001,ja,2016-03-21 00:17:52
opel,Verkaufe Opel Sintra,460,1996,,2016-04-03 07:49:36
opel,Opel Vectra 1.9 CDTI Caravan Cosmo,3700,2006,,2016-03-17 06:46:12
opel,Opel Sintra 3.0 V6,1750,1998,,2016-03-12 07:46:18
opel,Opel Astra J   1.4 Turbo Innovation,13800,2013,,2016-04-05 18:16:20
opel,Opel C Kadett 1200 Special  Automatik  HU bis 12/17,3500,1975,,2016-04-07 02:15:41
opel,Opel Zafira 1.8 Elegance Prins LPG Klimaaut TÜV 03/2018 7Sitzer,3550,2003,,2016-03-29 06:15:50
opel,Opel Calibra 2.0,800,1993,,2016-04-05 20:19:21
opel,Opel Omega 3.2 V6 Executive Edition. TÜV NEU ! Voll !,2800,2003,,2016-04-04 02:17:42
opel,Verkaufe Opel Corsa B,50,1997,,2016-04-06 05:44:22
opel,Opel Vectra Caravan*AHK*Zahnriemen*TÜV 11/2017,1300,2000,,2016-03-24 09:39:56
opel,Opel Astra J Sports Tourer 1 4Turbo 60700Km Navi Xeno uvm..,11000,2010,,2016-04-01 02:47:29
opel,Opel Vectra 1 8 Kombi TÜV 07/2016,0,1998,,2016-03-15 17:49:02
opel,Opel Vivaro H1L2 1.9 CDTI 101PS Brandschaden Feuerschaden,0,2005,,2016-04-04 20:54:42
opel,Opel Vectra B 1.8 116PS X18XE TÜV 08/2016,450,1999,,2016-04-06 14:18:08
opel,Verkaufe meinen astra,700,1995,,2016-04-06 07:44:42
opel,Opel Astra NJOY,1950,2003,,2016-03-19 16:44:26
opel,Opel Astra 1.8  AUTOMATIK / KLIMA / TEILLEDER,4450,2004,,2016-04-05 21:16:01
opel,Opel Corsa B mit Lederausstattung,600,2000,ja,2016-04-07 05:17:03
opel,Opel astra g Caravan in dunkel gruen.,150,1998,,2016-03-26 07:56:07
opel,Opel Corsa C 1.0,550,2001,,2016-04-06 16:45:12
opel,Suche Opel Astra G Opc1,1,2000,,2016-04-05 12:11:05
opel,Opel Vectra B Limousine Org. 142000 km Klima,500,1997,,2016-03-10 06:17:34
opel,Opel Astra 1.6 Top Zustand,1999,2001,,2016-04-05 22:44:48
opel,Opel Astra 1.6,1450,1999,,2016-04-01 06:46:26
opel,Opel GT,17500,2009,,2016-04-06 14:17:48
opel,Opel Omega 2.2 DTI DPF Klimaautomatik TÜV,1150,2002,ja,2016-04-06 02:17:12
opel,OPEL CORSA B 1.0 EZ 3/2000 Tuev 3/2017 123Tkm Servo GSHD Radio CD,1100,2000,,2016-03-30 01:15:39
opel,Opel Zafira 2.0 DTI Elegance Tuev NEU!!,1750,2003,,2016-03-30 08:40:20
opel,Opel Astra 1.4 Caravan Innovation,4700,2008,,2016-04-07 05:16:46
opel,Opel Corsa B mit Schiebedach Alufelgen TÜV bis 02/2018,0,1996,,2016-03-21 10:16:41
opel,Opel Corsa Silber 4 tuerig,850,2016,,2016-03-29 00:45:15
opel,Verkaufe Opel Vectra 2.2 Kombi,1100,2004,ja,2016-03-15 16:18:14
opel,Opel Astra 2.2 DTI Coupe Edition 90 Jahre Bertone,1450,2003,ja,2016-04-07 02:15:24
opel,Opel Vectra 1 6l,390,1999,,2016-04-04 10:41:12
opel,Opel Vectra,1500,2001,,2016-03-22 06:46:37
opel,Auto Opel Astra,6700,2009,,2016-04-04 15:47:03
opel,Opel Omega Schlachterfest !!!,600,2005,,2016-04-05 15:47:48
opel,Opel Zafira A mit Navi  Radio Bluetooth USB,2000,2000,,2016-04-02 11:51:47
opel,Opel Astra g Caravan1 6 75 PS,700,1999,,2016-03-27 12:49:40
opel,Opel Zafira 1.8,3900,2017,,2016-04-03 14:46:31
opel,Bastler Fahrzeug aus 1.Hand,150,1997,,2016-04-06 20:45:48
opel,Opel Corsa 1.2 16V,4900,2008,,2016-04-07 10:45:46
opel,Opel Vectra b,1000,2000,,2016-03-13 02:15:40
opel,OPEL CORSA B 1.0 12V Tuev 3/2017 erst 123Tkm Servo GSHD Radio CD,1100,2000,,2016-03-24 02:15:50
opel,Opel Astra,1000,1996,,2016-03-12 07:16:17
opel,Opel Meriva 1.7 CDTI,4000,2006,,2016-04-05 14:44:50
opel,Opel corsa 1.2   30 000 km erst Zulassung 2007,5099,2007,,2016-04-07 06:16:10
opel,Opel Omega 2.0 16v,0,1995,,2016-04-06 22:47:11
opel,Opel Agila 1.2 mit erst 79.900 km gelaufen aus 2.Hand TÜV 02/2017,1450,2001,,2016-04-01 18:54:41
opel,Opel astra f Caravan,0,1993,,2016-04-06 01:47:17
opel,Opel Movano Transporter,2000,2017,ja,2016-04-06 21:46:58
opel,Opel Vectra 2.0 CD,1645,1996,,2016-03-20 07:48:35
opel,Opel Meriva 1 7 CDTI AHK  Tempo  Sitz Hzg  PDC +Top Ausstattung,8950,2011,,2016-04-03 09:47:47
opel,Opel Corsa b,200,2017,,2016-03-18 01:15:50
opel,Opel Insignia 2.8 Turbo 4x4 Aut. Sport,12500,2009,,2016-04-06 23:17:14
opel,Opel Corsa C Comfort 4 Tuerer Scheckheftgepflegt,1900,2001,,2016-04-04 00:11:57
opel,Opel Omega Caravan 2.0 16V CD,600,1996,,2016-04-07 00:46:41
opel,Opel Insignia 2.0 CDTI Sports Tourer Sport,10900,2009,,2016-04-06 09:16:17
opel,Opel Omega B,500,1996,,2016-04-05 19:18:52
opel,Opel Vectra 1.8 Caravan CD Exklusiv,500,1996,,2016-03-17 20:20:58
opel,Super Opel Zafira mit Lpg Gasanlage  sehr guter Zustand,7999,2010,,2016-04-06 02:16:22
opel,Corsa B an Bastler,400,2000,ja,2016-04-06 07:45:22
opel,Opel Astra mit TÜV bis 11/2017,850,1994,,2016-04-06 10:16:26
opel,Opel Astra F Caravan,699,2017,,2016-04-07 03:45:17
opel,Zafira Tourer 2.0 CDTI Start Stop Navi Kamera,8800,2011,,2016-03-15 17:44:17
opel,2.0 L Calibra zur herrichten oder schlachten,450,1994,,2016-03-16 18:21:32
opel,Corsa mit servo,222,2016,,2016-03-09 14:49:47
opel,Opel Vectra 1.9 CDTI Caravan,5600,2008,,2016-03-17 14:17:16
opel,Opel Corsa B 1.0 mit 107000 km,1350,2000,,2016-04-06 12:45:15
opel,Opel Corsa 1.2 16V Comfort  Klima  AHK  TÜV 10/2017,1399,2002,,2016-04-02 15:49:00
opel,Opel  Corsa B  in Silber,550,2000,,2016-04-06 16:47:29
opel,Opel Meriva 1.6 16V,2900,2008,ja,2016-04-05 12:21:31
opel,Opel Astra G  1.6 benzin NICHT GERAUCHT .TUV  bis 2016 .06,2000,2000,,2016-03-15 10:45:05
opel,Opel vectra 1.8,400,2000,,2016-03-25 19:46:29
opel,Opel Corsa 1.2 16V,3990,2009,,2016-04-02 11:39:16
opel,Opel Corsa C zu verkaufen,1050,2017,,2016-04-04 18:16:35
opel,Astra F Cabrio Bertone,650,1999,,2016-04-06 11:16:20
opel,Opel astra,600,1996,,2016-04-06 04:45:58
opel,CORSA D 1.6 TURBO OPC,5850,2016,,2016-04-05 15:46:08
opel,Opel astra,400,2017,,2016-04-06 03:46:45
opel,Opel Astra f Caravan,300,2016,,2016-04-07 12:15:34
opel,Opel Astra 1.7 CDTI DPF Sports Tourer Design Edition,10198,2011,,2016-04-07 11:46:57
opel,Opel Corsa C 1.0,2150,2003,,2016-04-06 17:17:26
opel,Opel Corsa 1 0 12V  Njoy Euro 4,1590,2003,,2016-03-13 01:16:18
opel,Opel Tigra Twin Top Sport 1.8,6499,2006,,2016-04-07 12:16:27
opel,Opel Corsa zum herrichten oder fuer Ersatzteile,250,1998,ja,2016-03-17 14:16:35
opel,Opel Corsa,1200,1997,,2016-04-06 03:45:53
opel,Opel Tigra Twin Top 1.8 Sport,3500,2005,,2016-04-05 14:15:56
opel,Opel Vectra Kombi 2.2 motor 155 ps  Tuev bis October 2017,1950,2004,,2016-03-28 10:46:16
opel,Opel  astra 1.4,3250,2018,,2016-03-19 13:20:08
opel,Opel Corsa 1.0 12V Cosmo,3650,2004,,2016-03-29 19:40:40
opel,Opel Vectra C in gutem Zustand,1400,1996,,2016-04-06 00:16:44
opel,Opel Calibra Classic  II ,2000,1997,,2016-04-07 02:44:23
opel,Opel Vectra,2000,2002,,2016-03-31 11:40:33
opel,Opel omega b,1000,1997,,2016-03-05 19:17:32
opel,Opel Corsa C 1.2 mit Inspektion  TÜV August 2016  unfallfrei,1300,2003,,2016-03-24 02:15:35
opel,Opel Corsa 16V Advantage,500,1998,,2016-03-14 13:44:21
opel,Opel Astra 1.6 Caravan,5750,2009,,2016-04-02 08:15:58
